Time [sec]		Acceleration [m/sec2]	Velocity [mm/sec]	Displacement [mm]
6.28000   		0.04832         	-2.80520         	-1.66779         
6.28500   		0.09913         	-2.43659         	-1.68100         
6.29000   		0.10855         	-1.91739         	-1.69191         
6.29500   		0.10139         	-1.39253         	-1.70017         
6.30000   		0.16392         	-0.72926         	-1.70560         
6.30500   		0.16761         	0.09955          	-1.70718         
6.31000   		0.14789         	0.88829          	-1.70467         
6.31500   		0.13130         	1.58626          	-1.69845         
6.32000   		0.06483         	2.07659          	-1.68916         
6.32500   		0.05309         	2.37140          	-1.67801         
6.33000   		0.03879         	2.60112          	-1.66555         
6.33500   		0.02593         	2.76293          	-1.65211         
6.34000   		0.04840         	2.94877          	-1.63788         
6.34500   		0.06719         	3.23774          	-1.62245         
6.35000   		0.09841         	3.65173          	-1.60530         
6.35500   		0.10723         	4.16584          	-1.58577         
6.36000   		0.12959         	4.75788          	-1.56351         
6.36500   		0.13609         	5.42206          	-1.53807         
6.37000   		0.11799         	6.05725          	-1.50934         
6.37500   		0.09853         	6.59855          	-1.47766         
6.38000   		0.04988         	6.96959          	-1.44363         
6.38500   		0.03302         	7.17684          	-1.40823         
6.39000   		0.01286         	7.29152          	-1.37202         
6.39500   		-0.00297        	7.31623          	-1.33547         
6.40000   		0.01701         	7.35132          	-1.29884         
6.40500   		0.03153         	7.47265          	-1.26181         
6.41000   		0.06328         	7.70966          	-1.22392         
6.41500   		0.07665         	8.05947          	-1.18453         
6.42000   		0.07434         	8.43694          	-1.14328         
6.42500   		0.07678         	8.81476          	-1.10016         
6.43000   		0.05301         	9.13926          	-1.05522         
6.43500   		0.02734         	9.34013          	-1.00897         
6.44000   		0.01110         	9.43623          	-0.96199         
6.44500   		0.01192         	9.49378          	-0.91467         
6.45000   		0.01928         	9.57178          	-0.86702         
6.45500   		0.00968         	9.64417          	-0.81896         
6.46000   		0.00285         	9.67548          	-0.77065         
6.46500   		-0.00205        	9.67749          	-0.72226         
6.47000   		-0.01179        	9.64290          	-0.67394         
6.47500   		-0.01682        	9.57138          	-0.62589         
6.48000   		-0.01354        	9.49546          	-0.57823         
6.48500   		0.00022         	9.46217          	-0.53086         
6.49000   		0.01131         	9.49101          	-0.48350         
6.49500   		0.00974         	9.54363          	-0.43591         
6.50000   		0.00902         	9.59052          	-0.38808         
6.50500   		0.00182         	9.61760          	-0.34004         
6.51000   		-0.02556        	9.55824          	-0.29204         
6.51500   		-0.05406        	9.35919          	-0.24469         
6.52000   		-0.07548        	9.03532          	-0.19866         
6.52500   		-0.08028        	8.64592          	-0.15445         
6.53000   		-0.07012        	8.26993          	-0.11218         
6.53500   		-0.06094        	7.94229          	-0.07167         
6.54000   		-0.03544        	7.70135          	-0.03261         
6.54500   		-0.00543        	7.59917          	0.00558          
6.55000   		0.01005         	7.61072          	0.04357          
6.55500   		0.01499         	7.67332          	0.08177          
6.56000   		0.01454         	7.74714          	0.12032          
6.56500   		0.01600         	7.82349          	0.15924          
6.57000   		0.00347         	7.87215          	0.19851          
6.57500   		-0.02689        	7.81360          	0.23779          
6.58000   		-0.05299        	7.61389          	0.27641          
6.58500   		-0.06879        	7.30943          	0.31375          
6.59000   		-0.08671        	6.92067          	0.34936          
6.59500   		-0.09076        	6.47700          	0.38287          
6.60000   		-0.06906        	6.07744          	0.41421          
6.60500   		-0.03373        	5.82048          	0.44388          
6.61000   		0.00513         	5.74898          	0.47272          
6.61500   		0.02744         	5.83041          	0.50162          
6.62000   		0.04448         	6.01022          	0.53119          
6.62500   		0.04928         	6.24463          	0.56182          
6.63000   		0.02520         	6.43083          	0.59356          
6.63500   		-0.00971        	6.46955          	0.62588          
6.64000   		-0.04703        	6.32770          	0.65795          
6.64500   		-0.06523        	6.04704          	0.68893          
6.65000   		-0.07769        	5.68974          	0.71829          
6.65500   		-0.08226        	5.28988          	0.74575          
6.66000   		-0.05639        	4.94327          	0.77128          
6.66500   		-0.02315        	4.74443          	0.79543          
6.67000   		0.01295         	4.71894          	0.81901          
6.67500   		0.02842         	4.82239          	0.84283          
6.68000   		0.03065         	4.97007          	0.86731          
6.68500   		0.03405         	5.13181          	0.89256          
6.69000   		0.00285         	5.22406          	0.91851          
6.69500   		-0.03617        	5.14077          	0.94451          
6.70000   		-0.05647        	4.90916          	0.96967          
6.70500   		-0.06292        	4.61068          	0.99349          
6.71000   		-0.06236        	4.29747          	1.01576          
6.71500   		-0.06202        	3.98652          	1.03647          
6.72000   		-0.05122        	3.70343          	1.05567          
6.72500   		-0.04154        	3.47153          	1.07359          
6.73000   		-0.03937        	3.26924          	1.09043          
6.73500   		-0.04737        	3.05240          	1.10625          
6.74000   		-0.04899        	2.81152          	1.12092          
6.74500   		-0.03408        	2.60385          	1.13442          
6.75000   		-0.03285        	2.43653          	1.14702          
6.75500   		-0.03537        	2.26599          	1.15878          
6.76000   		-0.04198        	2.07262          	1.16964          
6.76500   		-0.05042        	1.84161          	1.17945          
6.77000   		-0.06231        	1.55978          	1.18798          
6.77500   		-0.08979        	1.17953          	1.19488          
6.78000   		-0.10210        	0.69980          	1.19961          
6.78500   		-0.10797        	0.17463          	1.20180          
6.79000   		-0.10829        	-0.36602         	1.20133          
6.79500   		-0.10549        	-0.90047         	1.19815          
6.80000   		-0.09634        	-1.40504         	1.19237          
6.80500   		-0.06125        	-1.79900         	1.18429          
6.81000   		-0.03543        	-2.04069         	1.17463          
6.81500   		-0.01491        	-2.16654         	1.16407          
6.82000   		-0.00247        	-2.21000         	1.15311          
6.82500   		0.00046         	-2.21502         	1.14204          
6.83000   		-0.00443        	-2.22493         	1.13095          
6.83500   		-0.02603        	-2.30106         	1.11968          
6.84000   		-0.02865        	-2.43776         	1.10784          
6.84500   		-0.02731        	-2.57766         	1.09530          
6.85000   		-0.02431        	-2.70670         	1.08208          
6.85500   		-0.02391        	-2.82724         	1.06824          
6.86000   		-0.02007        	-2.93719         	1.05382          
6.86500   		-0.00421        	-2.99789         	1.03895          
6.87000   		-0.00962        	-3.03246         	1.02389          
6.87500   		-0.01084        	-3.08362         	1.00860          
6.88000   		-0.01924        	-3.15882         	0.99301          
6.88500   		-0.02197        	-3.26184         	0.97697          
6.89000   		-0.02437        	-3.37770         	0.96037          
6.89500   		-0.04998        	-3.56359         	0.94307          
6.90000   		-0.05027        	-3.81420         	0.92463          
6.90500   		-0.04569        	-4.05409         	0.90495          
6.91000   		-0.03573        	-4.25763         	0.88415          
6.91500   		-0.02369        	-4.40617         	0.86246          
6.92000   		-0.00947        	-4.48906         	0.84020          
6.92500   		0.02327         	-4.45456         	0.81777          
6.93000   		0.03907         	-4.29869         	0.79585          
6.93500   		0.04670         	-4.08427         	0.77488          
6.94000   		0.04548         	-3.85383         	0.75504          
6.94500   		0.04093         	-3.63781         	0.73632          
6.95000   		0.03317         	-3.45255         	0.71861          
6.95500   		0.01019         	-3.34414         	0.70166          
6.96000   		0.00417         	-3.30822         	0.68504          
6.96500   		0.00504         	-3.28518         	0.66856          
6.97000   		0.00135         	-3.26920         	0.65218          
6.97500   		0.00116         	-3.26294         	0.63585          
6.98000   		0.00088         	-3.25782         	0.61955          
6.98500   		0.00810         	-3.23536         	0.60330          
6.99000   		0.01260         	-3.18361         	0.58725          
